,0th pos,1st pos,2nd pos,3rd pos,4th pos,5th pos,6th pos,7th pos,8th pos,Move
258,2,0,1,1,1,2,2,0,0,1
259,2,1,1,1,1,2,2,0,0,7
260,2,1,1,1,1,2,2,2,0,8
261,0,0,0,0,0,0,0,0,0,0
262,1,0,0,0,0,0,0,0,0,4
263,1,0,0,0,2,0,0,0,0,6
264,1,0,0,0,2,0,1,0,0,3
265,1,0,0,2,2,0,1,0,0,1
266,1,1,0,2,2,0,1,0,0,2
267,1,1,2,2,2,0,1,0,0,5
268,1,1,2,2,2,1,1,0,0,8
269,1,1,2,2,2,1,1,0,2,7
270,0,0,0,0,0,0,0,0,0,0
271,1,0,0,0,0,0,0,0,0,4
272,1,0,0,0,2,0,0,0,0,2
273,1,0,1,0,2,0,0,0,0,1
274,1,2,1,0,2,0,0,0,0,3
275,1,2,1,1,2,0,0,0,0,6
276,1,2,1,1,2,0,2,0,0,7
277,1,2,1,1,2,0,2,1,0,5
278,1,2,1,1,2,2,2,1,0,8
279,0,0,0,0,0,0,0,0,0,4
280,0,0,0,0,1,0,0,0,0,0
281,2,0,0,0,1,0,0,0,0,3
282,2,0,0,1,1,0,0,0,0,5
283,2,0,0,1,1,2,0,0,0,1
284,2,1,0,1,1,2,0,0,0,7
285,2,1,0,1,1,2,0,2,0,2
286,2,1,1,1,1,2,0,2,0,6
287,2,1,1,1,1,2,2,2,0,8
288,0,0,0,0,0,0,0,0,0,0
289,1,0,0,0,0,0,0,0,0,4
290,1,0,0,0,2,0,0,0,0,2
291,1,0,1,0,2,0,0,0,0,1
292,1,2,1,0,2,0,0,0,0,3
293,1,2,1,1,2,0,0,0,0,6
294,1,2,1,1,2,0,2,0,0,7
295,1,2,1,1,2,0,2,1,0,8
296,1,2,1,1,2,0,2,1,2,5
297,0,0,0,0,0,0,0,0,0,0
298,1,0,0,0,0,0,0,0,0,4
299,1,0,0,0,2,0,0,0,0,6
300,1,0,0,0,2,0,1,0,0,3
301,1,0,0,2,2,0,1,0,0,1
302,1,1,0,2,2,0,1,0,0,2
303,1,1,2,2,2,0,1,0,0,5
304,1,1,2,2,2,1,1,0,0,8
305,1,1,2,2,2,1,1,0,2,7
306,0,0,0,0,0,0,0,0,0,4
307,0,0,0,0,1,0,0,0,0,0
308,2,0,0,0,1,0,0,0,0,6
309,2,0,0,0,1,0,1,0,0,2
310,2,0,2,0,1,0,1,0,0,1
311,2,1,2,0,1,0,1,0,0,7
312,2,1,2,0,1,0,1,2,0,5
313,2,1,2,0,1,1,1,2,0,3
314,2,1,2,2,1,1,1,2,0,8
315,0,0,0,0,0,0,0,0,0,0
316,1,0,0,0,0,0,0,0,0,4
317,1,0,0,0,2,0,0,0,0,2
318,1,0,1,0,2,0,0,0,0,1
319,1,2,1,0,2,0,0,0,0,3
320,1,2,1,1,2,0,0,0,0,6
321,1,2,1,1,2,0,2,0,0,7
322,1,2,1,1,2,0,2,1,0,5
323,1,2,1,1,2,2,2,1,0,8
324,0,0,0,0,0,0,0,0,0,0
325,1,0,0,0,0,0,0,0,0,4
326,1,0,0,0,2,0,0,0,0,2
327,1,0,1,0,2,0,0,0,0,1
328,1,2,1,0,2,0,0,0,0,3
329,1,2,1,1,2,0,0,0,0,6
330,1,2,1,1,2,0,2,0,0,7
331,1,2,1,1,2,0,2,1,0,8
332,1,2,1,1,2,0,2,1,2,5
333,0,0,0,0,0,0,0,0,0,0
334,1,0,0,0,0,0,0,0,0,4
335,1,0,0,0,2,0,0,0,0,6
336,1,0,0,0,2,0,1,0,0,3
337,1,0,0,2,2,0,1,0,0,1
338,1,1,0,2,2,0,1,0,0,2
339,1,1,2,2,2,0,1,0,0,5
340,1,1,2,2,2,1,1,0,0,7
341,1,1,2,2,2,1,1,2,0,8
342,0,0,0,0,0,0,0,0,0,0
343,1,0,0,0,0,0,0,0,0,4
344,1,0,0,0,2,0,0,0,0,6
345,1,0,0,0,2,0,1,0,0,3
346,1,0,0,2,2,0,1,0,0,1
347,1,1,0,2,2,0,1,0,0,2
348,1,1,2,2,2,0,1,0,0,5
349,1,1,2,2,2,1,1,0,0,8
350,1,1,2,2,2,1,1,0,2,7
351,0,0,0,0,0,0,0,0,0,0
352,1,0,0,0,0,0,0,0,0,4
353,1,0,0,0,2,0,0,0,0,2
354,1,0,1,0,2,0,0,0,0,1
355,1,2,1,0,2,0,0,0,0,3
356,1,2,1,1,2,0,0,0,0,6
357,1,2,1,1,2,0,2,0,0,7
358,1,2,1,1,2,0,2,1,0,8
359,1,2,1,1,2,0,2,1,2,5
360,0,0,0,0,0,0,0,0,0,4
361,0,0,0,0,1,0,0,0,0,0
362,2,0,0,0,1,0,0,0,0,3
363,2,0,0,1,1,0,0,0,0,5
364,2,0,0,1,1,2,0,0,0,2
365,2,0,1,1,1,2,0,0,0,6
366,2,0,1,1,1,2,2,0,0,1
367,2,1,1,1,1,2,2,0,0,7
368,2,1,1,1,1,2,2,2,0,8
369,0,0,0,0,0,0,0,0,0,4
370,0,0,0,0,1,0,0,0,0,0
371,2,0,0,0,1,0,0,0,0,1
372,2,1,0,0,1,0,0,0,0,7
373,2,1,0,0,1,0,0,2,0,3
374,2,1,0,1,1,0,0,2,0,5
375,2,1,0,1,1,2,0,2,0,2
376,2,1,1,1,1,2,0,2,0,6
377,2,1,1,1,1,2,2,2,0,8
378,0,0,0,0,0,0,0,0,0,4
379,0,0,0,0,1,0,0,0,0,0
380,2,0,0,0,1,0,0,0,0,6
381,2,0,0,0,1,0,1,0,0,2
382,2,0,2,0,1,0,1,0,0,1
383,2,1,2,0,1,0,1,0,0,7
384,2,1,2,0,1,0,1,2,0,5
385,2,1,2,0,1,1,1,2,0,3
386,2,1,2,2,1,1,1,2,0,8
387,0,0,0,0,0,0,0,0,0,4
388,0,0,0,0,1,0,0,0,0,0
389,2,0,0,0,1,0,0,0,0,2
390,2,0,1,0,1,0,0,0,0,6
391,2,0,1,0,1,0,2,0,0,3
392,2,0,1,1,1,0,2,0,0,5
393,2,0,1,1,1,2,2,0,0,7
394,2,0,1,1,1,2,2,1,0,1
395,2,2,1,1,1,2,2,1,0,8
396,0,0,0,0,0,0,0,0,0,4
397,0,0,0,0,1,0,0,0,0,0
398,2,0,0,0,1,0,0,0,0,2
399,2,0,1,0,1,0,0,0,0,6
400,2,0,1,0,1,0,2,0,0,3
401,2,0,1,1,1,0,2,0,0,5
402,2,0,1,1,1,2,2,0,0,1
403,2,1,1,1,1,2,2,0,0,7
404,2,1,1,1,1,2,2,2,0,8
405,0,0,0,0,0,0,0,0,0,0
406,1,0,0,0,0,0,0,0,0,4
407,1,0,0,0,2,0,0,0,0,6
408,1,0,0,0,2,0,1,0,0,3
409,1,0,0,2,2,0,1,0,0,1
410,1,1,0,2,2,0,1,0,0,2
411,1,1,2,2,2,0,1,0,0,5
412,1,1,2,2,2,1,1,0,0,8
413,1,1,2,2,2,1,1,0,2,7
414,0,0,0,0,0,0,0,0,0,4
415,0,0,0,0,1,0,0,0,0,0
416,2,0,0,0,1,0,0,0,0,3
417,2,0,0,1,1,0,0,0,0,5
418,2,0,0,1,1,2,0,0,0,1
419,2,1,0,1,1,2,0,0,0,7
420,2,1,0,1,1,2,0,2,0,6
421,2,1,0,1,1,2,1,2,0,2
422,2,1,2,1,1,2,1,2,0,8
423,0,0,0,0,0,0,0,0,0,4
424,0,0,0,0,1,0,0,0,0,0
425,2,0,0,0,1,0,0,0,0,3
426,2,0,0,1,1,0,0,0,0,5
427,2,0,0,1,1,2,0,0,0,1
428,2,1,0,1,1,2,0,0,0,7
429,2,1,0,1,1,2,0,2,0,6
430,2,1,0,1,1,2,1,2,0,2
431,2,1,2,1,1,2,1,2,0,8
432,0,0,0,0,0,0,0,0,0,4
433,0,0,0,0,1,0,0,0,0,0
434,2,0,0,0,1,0,0,0,0,6
435,2,0,0,0,1,0,1,0,0,2
436,2,0,2,0,1,0,1,0,0,1
437,2,1,2,0,1,0,1,0,0,7
438,2,1,2,0,1,0,1,2,0,3
439,2,1,2,1,1,0,1,2,0,5
440,2,1,2,1,1,2,1,2,0,8
441,0,0,0,0,0,0,0,0,0,0
442,1,0,0,0,0,0,0,0,0,4
443,1,0,0,0,2,0,0,0,0,2
444,1,0,1,0,2,0,0,0,0,1
445,1,2,1,0,2,0,0,0,0,3
446,1,2,1,1,2,0,0,0,0,6
447,1,2,1,1,2,0,2,0,0,7
448,1,2,1,1,2,0,2,1,0,5
449,1,2,1,1,2,2,2,1,0,8
450,0,0,0,0,0,0,0,0,0,0
451,1,0,0,0,0,0,0,0,0,4
452,1,0,0,0,2,0,0,0,0,2
453,1,0,1,0,2,0,0,0,0,1
454,1,2,1,0,2,0,0,0,0,3
455,1,2,1,1,2,0,0,0,0,6
456,1,2,1,1,2,0,2,0,0,7
457,1,2,1,1,2,0,2,1,0,5
458,1,2,1,1,2,2,2,1,0,8
459,0,0,0,0,0,0,0,0,0,4
460,0,0,0,0,1,0,0,0,0,0
461,2,0,0,0,1,0,0,0,0,2
462,2,0,1,0,1,0,0,0,0,6
463,2,0,1,0,1,0,2,0,0,3
464,2,0,1,1,1,0,2,0,0,5
465,2,0,1,1,1,2,2,0,0,1
466,2,1,1,1,1,2,2,0,0,7
467,2,1,1,1,1,2,2,2,0,8
468,0,0,0,0,0,0,0,0,0,4
469,0,0,0,0,1,0,0,0,0,0
470,2,0,0,0,1,0,0,0,0,1
471,2,1,0,0,1,0,0,0,0,7
472,2,1,0,0,1,0,0,2,0,6
473,2,1,0,0,1,0,1,2,0,2
474,2,1,2,0,1,0,1,2,0,5
475,2,1,2,0,1,1,1,2,0,3
476,2,1,2,2,1,1,1,2,0,8
477,0,0,0,0,0,0,0,0,0,0
478,1,0,0,0,0,0,0,0,0,4
479,1,0,0,0,2,0,0,0,0,6
480,1,0,0,0,2,0,1,0,0,3
481,1,0,0,2,2,0,1,0,0,1
482,1,1,0,2,2,0,1,0,0,2
483,1,1,2,2,2,0,1,0,0,5
484,1,1,2,2,2,1,1,0,0,8
485,1,1,2,2,2,1,1,0,2,7
486,0,0,0,0,0,0,0,0,0,4
487,0,0,0,0,1,0,0,0,0,0
488,2,0,0,0,1,0,0,0,0,3
489,2,0,0,1,1,0,0,0,0,5
490,2,0,0,1,1,2,0,0,0,2
491,2,0,1,1,1,2,0,0,0,6
492,2,0,1,1,1,2,2,0,0,7
493,2,0,1,1,1,2,2,1,0,1
494,2,2,1,1,1,2,2,1,0,8
495,0,0,0,0,0,0,0,0,0,0
496,1,0,0,0,0,0,0,0,0,4
497,1,0,0,0,2,0,0,0,0,6
498,1,0,0,0,2,0,1,0,0,3
499,1,0,0,2,2,0,1,0,0,1
500,1,1,0,2,2,0,1,0,0,2
501,1,1,2,2,2,0,1,0,0,5
502,1,1,2,2,2,1,1,0,0,8
503,1,1,2,2,2,1,1,0,2,7
504,0,0,0,0,0,0,0,0,0,0
505,1,0,0,0,0,0,0,0,0,4
506,1,0,0,0,2,0,0,0,0,2
507,1,0,1,0,2,0,0,0,0,1
508,1,2,1,0,2,0,0,0,0,3
509,1,2,1,1,2,0,0,0,0,6
510,1,2,1,1,2,0,2,0,0,7
511,1,2,1,1,2,0,2,1,0,5
512,1,2,1,1,2,2,2,1,0,8
513,0,0,0,0,0,0,0,0,0,4
514,0,0,0,0,1,0,0,0,0,0
515,2,0,0,0,1,0,0,0,0,3
516,2,0,0,1,1,0,0,0,0,5
517,2,0,0,1,1,2,0,0,0,1
518,2,1,0,1,1,2,0,0,0,7
519,2,1,0,1,1,2,0,2,0,6
520,2,1,0,1,1,2,1,2,0,2
521,2,1,2,1,1,2,1,2,0,8
522,0,0,0,0,0,0,0,0,0,0
523,1,0,0,0,0,0,0,0,0,4
524,1,0,0,0,2,0,0,0,0,2
525,1,0,1,0,2,0,0,0,0,1
526,1,2,1,0,2,0,0,0,0,3
527,1,2,1,1,2,0,0,0,0,6
528,1,2,1,1,2,0,2,0,0,7
529,1,2,1,1,2,0,2,1,0,8
530,1,2,1,1,2,0,2,1,2,5
531,0,0,0,0,0,0,0,0,0,0
532,1,0,0,0,0,0,0,0,0,4
533,1,0,0,0,2,0,0,0,0,2
534,1,0,1,0,2,0,0,0,0,1
535,1,2,1,0,2,0,0,0,0,3
536,1,2,1,1,2,0,0,0,0,6
537,1,2,1,1,2,0,2,0,0,7
538,1,2,1,1,2,0,2,1,0,5
539,1,2,1,1,2,2,2,1,0,8
540,0,0,0,0,0,0,0,0,0,0
541,1,0,0,0,0,0,0,0,0,4
542,1,0,0,0,2,0,0,0,0,6
543,1,0,0,0,2,0,1,0,0,3
544,1,0,0,2,2,0,1,0,0,1
545,1,1,0,2,2,0,1,0,0,2
546,1,1,2,2,2,0,1,0,0,5
547,1,1,2,2,2,1,1,0,0,8
548,1,1,2,2,2,1,1,0,2,7
549,0,0,0,0,0,0,0,0,0,4
550,0,0,0,0,1,0,0,0,0,0
551,2,0,0,0,1,0,0,0,0,3
552,2,0,0,1,1,0,0,0,0,5
553,2,0,0,1,1,2,0,0,0,1
554,2,1,0,1,1,2,0,0,0,7
555,2,1,0,1,1,2,0,2,0,6
556,2,1,0,1,1,2,1,2,0,2
557,2,1,2,1,1,2,1,2,0,8
558,0,0,0,0,0,0,0,0,0,4
559,0,0,0,0,1,0,0,0,0,0
560,2,0,0,0,1,0,0,0,0,3
561,2,0,0,1,1,0,0,0,0,5
562,2,0,0,1,1,2,0,0,0,1
563,2,1,0,1,1,2,0,0,0,7
564,2,1,0,1,1,2,0,2,0,2
565,2,1,1,1,1,2,0,2,0,6
566,2,1,1,1,1,2,2,2,0,8
567,0,0,0,0,0,0,0,0,0,4
568,0,0,0,0,1,0,0,0,0,0
569,2,0,0,0,1,0,0,0,0,2
570,2,0,1,0,1,0,0,0,0,6
571,2,0,1,0,1,0,2,0,0,3
572,2,0,1,1,1,0,2,0,0,5
573,2,0,1,1,1,2,2,0,0,7
574,2,0,1,1,1,2,2,1,0,1
575,2,2,1,1,1,2,2,1,0,8
576,0,0,0,0,0,0,0,0,0,0
577,1,0,0,0,0,0,0,0,0,4
578,1,0,0,0,2,0,0,0,0,6
579,1,0,0,0,2,0,1,0,0,3
580,1,0,0,2,2,0,1,0,0,1
581,1,1,0,2,2,0,1,0,0,2
582,1,1,2,2,2,0,1,0,0,5
583,1,1,2,2,2,1,1,0,0,7
584,1,1,2,2,2,1,1,2,0,8
585,0,0,0,0,0,0,0,0,0,0
586,1,0,0,0,0,0,0,0,0,4
587,1,0,0,0,2,0,0,0,0,6
588,1,0,0,0,2,0,1,0,0,3
589,1,0,0,2,2,0,1,0,0,1
590,1,1,0,2,2,0,1,0,0,2
591,1,1,2,2,2,0,1,0,0,5
592,1,1,2,2,2,1,1,0,0,8
593,1,1,2,2,2,1,1,0,2,7
594,0,0,0,0,0,0,0,0,0,0
595,1,0,0,0,0,0,0,0,0,4
596,1,0,0,0,2,0,0,0,0,2
597,1,0,1,0,2,0,0,0,0,1
598,1,2,1,0,2,0,0,0,0,3
599,1,2,1,1,2,0,0,0,0,6
600,1,2,1,1,2,0,2,0,0,7
601,1,2,1,1,2,0,2,1,0,8
602,1,2,1,1,2,0,2,1,2,5
603,0,0,0,0,0,0,0,0,0,0
604,1,0,0,0,0,0,0,0,0,4
605,1,0,0,0,2,0,0,0,0,6
606,1,0,0,0,2,0,1,0,0,3
607,1,0,0,2,2,0,1,0,0,1
608,1,1,0,2,2,0,1,0,0,2
609,1,1,2,2,2,0,1,0,0,5
610,1,1,2,2,2,1,1,0,0,8
611,1,1,2,2,2,1,1,0,2,7
612,0,0,0,0,0,0,0,0,0,0
613,1,0,0,0,0,0,0,0,0,4
614,1,0,0,0,2,0,0,0,0,2
615,1,0,1,0,2,0,0,0,0,1
616,1,2,1,0,2,0,0,0,0,3
617,1,2,1,1,2,0,0,0,0,6
618,1,2,1,1,2,0,2,0,0,7
619,1,2,1,1,2,0,2,1,0,5
620,1,2,1,1,2,2,2,1,0,8
621,0,0,0,0,0,0,0,0,0,4
622,0,0,0,0,1,0,0,0,0,0
623,2,0,0,0,1,0,0,0,0,3
624,2,0,0,1,1,0,0,0,0,5
625,2,0,0,1,1,2,0,0,0,1
626,2,1,0,1,1,2,0,0,0,7
627,2,1,0,1,1,2,0,2,0,2
628,2,1,1,1,1,2,0,2,0,6
629,2,1,1,1,1,2,2,2,0,8
630,0,0,0,0,0,0,0,0,0,4
