,0th pos,1st pos,2nd pos,3rd pos,4th pos,5th pos,6th pos,7th pos,8th pos,Player,Move
9036,1,0,2,0,0,0,0,0,0,1,4
9037,1,0,2,0,1,0,0,0,0,2,1
9038,1,2,2,0,1,0,0,0,0,1,8
9039,0,0,0,0,0,0,0,0,0,1,4
9040,0,0,0,0,1,0,0,0,0,2,3
9041,0,0,0,2,1,0,0,0,0,1,0
9042,1,0,0,2,1,0,0,0,0,2,5
9043,1,0,0,2,1,2,0,0,0,1,2
9044,1,0,1,2,1,2,0,0,0,2,7
9045,1,0,1,2,1,2,0,2,0,1,1
9046,0,0,0,0,0,0,0,0,0,1,0
9047,1,0,0,0,0,0,0,0,0,2,8
9048,1,0,0,0,0,0,0,0,2,1,3
9049,1,0,0,1,0,0,0,0,2,2,5
9050,1,0,0,1,0,2,0,0,2,1,6
9051,0,0,0,0,0,0,0,0,0,1,0
9052,1,0,0,0,0,0,0,0,0,2,4
9053,1,0,0,0,2,0,0,0,0,1,6
9054,1,0,0,0,2,0,1,0,0,2,5
9055,1,0,0,0,2,2,1,0,0,1,3
9056,0,0,0,0,0,0,0,0,0,1,4
9057,0,0,0,0,1,0,0,0,0,2,5
9058,0,0,0,0,1,2,0,0,0,1,0
9059,1,0,0,0,1,2,0,0,0,2,1
9060,1,2,0,0,1,2,0,0,0,1,8
9061,0,0,0,0,0,0,0,0,0,1,0
9062,1,0,0,0,0,0,0,0,0,2,4
9063,1,0,0,0,2,0,0,0,0,1,2
9064,1,0,1,0,2,0,0,0,0,2,3
9065,1,0,1,2,2,0,0,0,0,1,1
9066,0,0,0,0,0,0,0,0,0,1,4
9067,0,0,0,0,1,0,0,0,0,2,2
9068,0,0,2,0,1,0,0,0,0,1,0
9069,1,0,2,0,1,0,0,0,0,2,7
9070,1,0,2,0,1,0,0,2,0,1,8
9071,0,0,0,0,0,0,0,0,0,1,0
9072,1,0,0,0,0,0,0,0,0,2,3
9073,1,0,0,2,0,0,0,0,0,1,4
9074,1,0,0,2,1,0,0,0,0,2,6
9075,1,0,0,2,1,0,2,0,0,1,8
9076,0,0,0,0,0,0,0,0,0,1,4
9077,0,0,0,0,1,0,0,0,0,2,7
9078,0,0,0,0,1,0,0,2,0,1,0
9079,1,0,0,0,1,0,0,2,0,2,6
9080,1,0,0,0,1,0,2,2,0,1,8
9081,0,0,0,0,0,0,0,0,0,1,0
9082,1,0,0,0,0,0,0,0,0,2,5
9083,1,0,0,0,0,2,0,0,0,1,4
9084,1,0,0,0,1,2,0,0,0,2,3
9085,1,0,0,2,1,2,0,0,0,1,8
9086,0,0,0,0,0,0,0,0,0,1,0
9087,1,0,0,0,0,0,0,0,0,2,1
9088,1,2,0,0,0,0,0,0,0,1,4
9089,1,2,0,0,1,0,0,0,0,2,3
9090,1,2,0,2,1,0,0,0,0,1,8
9091,0,0,0,0,0,0,0,0,0,1,0
9092,1,0,0,0,0,0,0,0,0,2,2
9093,1,0,2,0,0,0,0,0,0,1,4
9094,1,0,2,0,1,0,0,0,0,2,7
9095,1,0,2,0,1,0,0,2,0,1,3
9096,1,0,2,1,1,0,0,2,0,2,8
9097,1,0,2,1,1,0,0,2,2,1,6
9098,0,0,0,0,0,0,0,0,0,1,4
9099,0,0,0,0,1,0,0,0,0,2,5
9100,0,0,0,0,1,2,0,0,0,1,0
9101,1,0,0,0,1,2,0,0,0,2,7
9102,1,0,0,0,1,2,0,2,0,1,3
9103,1,0,0,1,1,2,0,2,0,2,8
9104,1,0,0,1,1,2,0,2,2,1,6
9105,0,0,0,0,0,0,0,0,0,1,4
9106,0,0,0,0,1,0,0,0,0,2,5
9107,0,0,0,0,1,2,0,0,0,1,0
9108,1,0,0,0,1,2,0,0,0,2,1
9109,1,2,0,0,1,2,0,0,0,1,8
9110,0,0,0,0,0,0,0,0,0,1,4
9111,0,0,0,0,1,0,0,0,0,2,6
9112,0,0,0,0,1,0,2,0,0,1,0
9113,1,0,0,0,1,0,2,0,0,2,1
9114,1,2,0,0,1,0,2,0,0,1,8
9115,0,0,0,0,0,0,0,0,0,1,4
9116,0,0,0,0,1,0,0,0,0,2,2
9117,0,0,2,0,1,0,0,0,0,1,0
9118,1,0,2,0,1,0,0,0,0,2,1
9119,1,2,2,0,1,0,0,0,0,1,3
9120,1,2,2,1,1,0,0,0,0,2,6
9121,1,2,2,1,1,0,2,0,0,1,7
9122,1,2,2,1,1,0,2,1,0,2,5
9123,1,2,2,1,1,2,2,1,0,1,8
9124,0,0,0,0,0,0,0,0,0,1,4
9125,0,0,0,0,1,0,0,0,0,2,0
9126,2,0,0,0,1,0,0,0,0,1,1
9127,2,1,0,0,1,0,0,0,0,2,6
9128,2,1,0,0,1,0,2,0,0,1,3
9129,2,1,0,1,1,0,2,0,0,2,5
9130,2,1,0,1,1,2,2,0,0,1,7
9131,0,0,0,0,0,0,0,0,0,1,0
9132,1,0,0,0,0,0,0,0,0,2,1
9133,1,2,0,0,0,0,0,0,0,1,4
9134,1,2,0,0,1,0,0,0,0,2,7
9135,1,2,0,0,1,0,0,2,0,1,3
9136,1,2,0,1,1,0,0,2,0,2,2
9137,1,2,2,1,1,0,0,2,0,1,6
9138,0,0,0,0,0,0,0,0,0,1,4
9139,0,0,0,0,1,0,0,0,0,2,3
9140,0,0,0,2,1,0,0,0,0,1,0
9141,1,0,0,2,1,0,0,0,0,2,6
9142,1,0,0,2,1,0,2,0,0,1,1
9143,1,1,0,2,1,0,2,0,0,2,7
9144,1,1,0,2,1,0,2,2,0,1,5
9145,1,1,0,2,1,1,2,2,0,2,8
9146,0,0,0,0,0,0,0,0,0,1,4
9147,0,0,0,0,1,0,0,0,0,2,5
9148,0,0,0,0,1,2,0,0,0,1,0
9149,1,0,0,0,1,2,0,0,0,2,8
9150,1,0,0,0,1,2,0,0,2,1,1
9151,1,1,0,0,1,2,0,0,2,2,6
9152,1,1,0,0,1,2,2,0,2,1,3
9153,1,1,0,1,1,2,2,0,2,2,2
9154,0,0,0,0,0,0,0,0,0,1,0
9155,1,0,0,0,0,0,0,0,0,2,4
9156,1,0,0,0,2,0,0,0,0,1,6
9157,1,0,0,0,2,0,1,0,0,2,5
9158,1,0,0,0,2,2,1,0,0,1,3
9159,0,0,0,0,0,0,0,0,0,1,0
9160,1,0,0,0,0,0,0,0,0,2,2
9161,1,0,2,0,0,0,0,0,0,1,4
9162,1,0,2,0,1,0,0,0,0,2,5
9163,1,0,2,0,1,2,0,0,0,1,1
9164,1,1,2,0,1,2,0,0,0,2,3
9165,1,1,2,2,1,2,0,0,0,1,6
9166,1,1,2,2,1,2,1,0,0,2,8
9167,0,0,0,0,0,0,0,0,0,1,4
9168,0,0,0,0,1,0,0,0,0,2,6
9169,0,0,0,0,1,0,2,0,0,1,0
9170,1,0,0,0,1,0,2,0,0,2,5
9171,1,0,0,0,1,2,2,0,0,1,1
9172,1,1,0,0,1,2,2,0,0,2,8
9173,1,1,0,0,1,2,2,0,2,1,2
9174,0,0,0,0,0,0,0,0,0,1,0
9175,1,0,0,0,0,0,0,0,0,2,4
9176,1,0,0,0,2,0,0,0,0,1,6
9177,1,0,0,0,2,0,1,0,0,2,8
9178,1,0,0,0,2,0,1,0,2,1,3
9179,0,0,0,0,0,0,0,0,0,1,4
9180,0,0,0,0,1,0,0,0,0,2,7
9181,0,0,0,0,1,0,0,2,0,1,0
9182,1,0,0,0,1,0,0,2,0,2,5
9183,1,0,0,0,1,2,0,2,0,1,1
9184,1,1,0,0,1,2,0,2,0,2,3
9185,1,1,0,2,1,2,0,2,0,1,8
9186,0,0,0,0,0,0,0,0,0,1,0
9187,1,0,0,0,0,0,0,0,0,2,4
9188,1,0,0,0,2,0,0,0,0,1,2
9189,1,0,1,0,2,0,0,0,0,2,8
9190,1,0,1,0,2,0,0,0,2,1,1
9191,0,0,0,0,0,0,0,0,0,1,0
9192,1,0,0,0,0,0,0,0,0,2,6
9193,1,0,0,0,0,0,2,0,0,1,4
9194,1,0,0,0,1,0,2,0,0,2,5
9195,1,0,0,0,1,2,2,0,0,1,8
9196,0,0,0,0,0,0,0,0,0,1,4
9197,0,0,0,0,1,0,0,0,0,2,6
9198,0,0,0,0,1,0,2,0,0,1,0
9199,1,0,0,0,1,0,2,0,0,2,1
9200,1,2,0,0,1,0,2,0,0,1,8
9201,0,0,0,0,0,0,0,0,0,1,4
9202,0,0,0,0,1,0,0,0,0,2,0
9203,2,0,0,0,1,0,0,0,0,1,3
9204,2,0,0,1,1,0,0,0,0,2,2
9205,2,0,2,1,1,0,0,0,0,1,1
9206,2,1,2,1,1,0,0,0,0,2,7
9207,2,1,2,1,1,0,0,2,0,1,5
9208,0,0,0,0,0,0,0,0,0,1,4
9209,0,0,0,0,1,0,0,0,0,2,1
9210,0,2,0,0,1,0,0,0,0,1,0
9211,1,2,0,0,1,0,0,0,0,2,6
9212,1,2,0,0,1,0,2,0,0,1,8
9213,0,0,0,0,0,0,0,0,0,1,4
9214,0,0,0,0,1,0,0,0,0,2,7
9215,0,0,0,0,1,0,0,2,0,1,0
9216,1,0,0,0,1,0,0,2,0,2,1
9217,1,2,0,0,1,0,0,2,0,1,6
9218,1,2,0,0,1,0,1,2,0,2,2
9219,1,2,2,0,1,0,1,2,0,1,8
9220,0,0,0,0,0,0,0,0,0,1,0
9221,1,0,0,0,0,0,0,0,0,2,7
9222,1,0,0,0,0,0,0,2,0,1,4
9223,1,0,0,0,1,0,0,2,0,2,2
9224,1,0,2,0,1,0,0,2,0,1,3
9225,1,0,2,1,1,0,0,2,0,2,8
9226,1,0,2,1,1,0,0,2,2,1,5
9227,0,0,0,0,0,0,0,0,0,1,0
9228,1,0,0,0,0,0,0,0,0,2,1
9229,1,2,0,0,0,0,0,0,0,1,4
9230,1,2,0,0,1,0,0,0,0,2,5
9231,1,2,0,0,1,2,0,0,0,1,6
9232,1,2,0,0,1,2,1,0,0,2,2
9233,1,2,2,0,1,2,1,0,0,1,3
9234,0,0,0,0,0,0,0,0,0,1,0
9235,1,0,0,0,0,0,0,0,0,2,7
9236,1,0,0,0,0,0,0,2,0,1,4
9237,1,0,0,0,1,0,0,2,0,2,8
9238,1,0,0,0,1,0,0,2,2,1,3
9239,1,0,0,1,1,0,0,2,2,2,6
9240,0,0,0,0,0,0,0,0,0,1,0
9241,1,0,0,0,0,0,0,0,0,2,6
9242,1,0,0,0,0,0,2,0,0,1,4
9243,1,0,0,0,1,0,2,0,0,2,2
9244,1,0,2,0,1,0,2,0,0,1,7
9245,1,0,2,0,1,0,2,1,0,2,1
9246,1,2,2,0,1,0,2,1,0,1,5
9247,1,2,2,0,1,1,2,1,0,2,8
9248,1,2,2,0,1,1,2,1,2,1,3
9249,0,0,0,0,0,0,0,0,0,1,0
9250,1,0,0,0,0,0,0,0,0,2,4
9251,1,0,0,0,2,0,0,0,0,1,6
9252,1,0,0,0,2,0,1,0,0,2,7
9253,1,0,0,0,2,0,1,2,0,1,3
9254,0,0,0,0,0,0,0,0,0,1,4
9255,0,0,0,0,1,0,0,0,0,2,7
9256,0,0,0,0,1,0,0,2,0,1,0
9257,1,0,0,0,1,0,0,2,0,2,3
9258,1,0,0,2,1,0,0,2,0,1,2
9259,1,0,1,2,1,0,0,2,0,2,6
9260,1,0,1,2,1,0,2,2,0,1,8
9261,0,0,0,0,0,0,0,0,0,1,4
9262,0,0,0,0,1,0,0,0,0,2,1
9263,0,2,0,0,1,0,0,0,0,1,0
9264,1,2,0,0,1,0,0,0,0,2,7
9265,1,2,0,0,1,0,0,2,0,1,5
9266,1,2,0,0,1,1,0,2,0,2,2
9267,1,2,2,0,1,1,0,2,0,1,6
9268,1,2,2,0,1,1,1,2,0,2,8
9269,1,2,2,0,1,1,1,2,2,1,3
9270,0,0,0,0,0,0,0,0,0,1,4
9271,0,0,0,0,1,0,0,0,0,2,0
9272,2,0,0,0,1,0,0,0,0,1,3
9273,2,0,0,1,1,0,0,0,0,2,2
9274,2,0,2,1,1,0,0,0,0,1,1
9275,2,1,2,1,1,0,0,0,0,2,7
9276,2,1,2,1,1,0,0,2,0,1,5
9277,0,0,0,0,0,0,0,0,0,1,0
9278,1,0,0,0,0,0,0,0,0,2,2
9279,1,0,2,0,0,0,0,0,0,1,4
9280,1,0,2,0,1,0,0,0,0,2,1
9281,1,2,2,0,1,0,0,0,0,1,3
9282,1,2,2,1,1,0,0,0,0,2,6
9283,1,2,2,1,1,0,2,0,0,1,7
9284,1,2,2,1,1,0,2,1,0,2,8
9285,1,2,2,1,1,0,2,1,2,1,5
9286,0,0,0,0,0,0,0,0,0,1,4
9287,0,0,0,0,1,0,0,0,0,2,5
9288,0,0,0,0,1,2,0,0,0,1,0
9289,1,0,0,0,1,2,0,0,0,2,7
9290,1,0,0,0,1,2,0,2,0,1,3
9291,1,0,0,1,1,2,0,2,0,2,6
9292,1,0,0,1,1,2,2,2,0,1,8
9293,0,0,0,0,0,0,0,0,0,1,4
9294,0,0,0,0,1,0,0,0,0,2,8
9295,0,0,0,0,1,0,0,0,2,1,3
9296,0,0,0,1,1,0,0,0,2,2,0
9297,2,0,0,1,1,0,0,0,2,1,1
9298,2,1,0,1,1,0,0,0,2,2,2
9299,2,1,2,1,1,0,0,0,2,1,7
9300,0,0,0,0,0,0,0,0,0,1,4
9301,0,0,0,0,1,0,0,0,0,2,0
9302,2,0,0,0,1,0,0,0,0,1,3
9303,2,0,0,1,1,0,0,0,0,2,2
9304,2,0,2,1,1,0,0,0,0,1,1
9305,2,1,2,1,1,0,0,0,0,2,6
9306,2,1,2,1,1,0,2,0,0,1,5
9307,0,0,0,0,0,0,0,0,0,1,0
9308,1,0,0,0,0,0,0,0,0,2,6
9309,1,0,0,0,0,0,2,0,0,1,4
9310,1,0,0,0,1,0,2,0,0,2,1
9311,1,2,0,0,1,0,2,0,0,1,8
9312,0,0,0,0,0,0,0,0,0,1,0
9313,1,0,0,0,0,0,0,0,0,2,4
9314,1,0,0,0,2,0,0,0,0,1,6
9315,1,0,0,0,2,0,1,0,0,2,3
9316,1,0,0,2,2,0,1,0,0,1,1
9317,1,1,0,2,2,0,1,0,0,2,5
9318,0,0,0,0,0,0,0,0,0,1,4
9319,0,0,0,0,1,0,0,0,0,2,0
9320,2,0,0,0,1,0,0,0,0,1,1
9321,2,1,0,0,1,0,0,0,0,2,2
9322,2,1,2,0,1,0,0,0,0,1,7
9323,0,0,0,0,0,0,0,0,0,1,4
9324,0,0,0,0,1,0,0,0,0,2,2
9325,0,0,2,0,1,0,0,0,0,1,0
9326,1,0,2,0,1,0,0,0,0,2,5
9327,1,0,2,0,1,2,0,0,0,1,3
9328,1,0,2,1,1,2,0,0,0,2,1
9329,1,2,2,1,1,2,0,0,0,1,7
9330,1,2,2,1,1,2,0,1,0,2,6
9331,1,2,2,1,1,2,2,1,0,1,8
9332,0,0,0,0,0,0,0,0,0,1,4
9333,0,0,0,0,1,0,0,0,0,2,2
9334,0,0,2,0,1,0,0,0,0,1,0
9335,1,0,2,0,1,0,0,0,0,2,7
9336,1,0,2,0,1,0,0,2,0,1,3
9337,1,0,2,1,1,0,0,2,0,2,8
9338,1,0,2,1,1,0,0,2,2,1,6
9339,0,0,0,0,0,0,0,0,0,1,0
9340,1,0,0,0,0,0,0,0,0,2,4
9341,1,0,0,0,2,0,0,0,0,1,2
9342,1,0,1,0,2,0,0,0,0,2,8
9343,1,0,1,0,2,0,0,0,2,1,1
9344,0,0,0,0,0,0,0,0,0,1,4
9345,0,0,0,0,1,0,0,0,0,2,3
9346,0,0,0,2,1,0,0,0,0,1,0
9347,1,0,0,2,1,0,0,0,0,2,7
9348,1,0,0,2,1,0,0,2,0,1,2
9349,1,0,1,2,1,0,0,2,0,2,5
9350,1,0,1,2,1,2,0,2,0,1,6
9351,0,0,0,0,0,0,0,0,0,1,0
9352,1,0,0,0,0,0,0,0,0,2,5
9353,1,0,0,0,0,2,0,0,0,1,4
9354,1,0,0,0,1,2,0,0,0,2,2
9355,1,0,2,0,1,2,0,0,0,1,7
9356,1,0,2,0,1,2,0,1,0,2,1
9357,1,2,2,0,1,2,0,1,0,1,8
9358,0,0,0,0,0,0,0,0,0,1,4
9359,0,0,0,0,1,0,0,0,0,2,0
9360,2,0,0,0,1,0,0,0,0,1,3
9361,2,0,0,1,1,0,0,0,0,2,1
9362,2,2,0,1,1,0,0,0,0,1,2
9363,2,2,1,1,1,0,0,0,0,2,6
9364,2,2,1,1,1,0,2,0,0,1,5
9365,0,0,0,0,0,0,0,0,0,1,4
9366,0,0,0,0,1,0,0,0,0,2,0
9367,2,0,0,0,1,0,0,0,0,1,3
9368,2,0,0,1,1,0,0,0,0,2,1
9369,2,2,0,1,1,0,0,0,0,1,2
9370,2,2,1,1,1,0,0,0,0,2,6
9371,2,2,1,1,1,0,2,0,0,1,5
9372,0,0,0,0,0,0,0,0,0,1,4
9373,0,0,0,0,1,0,0,0,0,2,7
9374,0,0,0,0,1,0,0,2,0,1,0
9375,1,0,0,0,1,0,0,2,0,2,1
9376,1,2,0,0,1,0,0,2,0,1,2
9377,1,2,1,0,1,0,0,2,0,2,6
9378,1,2,1,0,1,0,2,2,0,1,5
9379,1,2,1,0,1,1,2,2,0,2,8
9380,0,0,0,0,0,0,0,0,0,1,0
9381,1,0,0,0,0,0,0,0,0,2,7
9382,1,0,0,0,0,0,0,2,0,1,4
9383,1,0,0,0,1,0,0,2,0,2,6
9384,1,0,0,0,1,0,2,2,0,1,8
9385,0,0,0,0,0,0,0,0,0,1,0
9386,1,0,0,0,0,0,0,0,0,2,1
9387,1,2,0,0,0,0,0,0,0,1,4
9388,1,2,0,0,1,0,0,0,0,2,2
9389,1,2,2,0,1,0,0,0,0,1,3
9390,1,2,2,1,1,0,0,0,0,2,8
9391,1,2,2,1,1,0,0,0,2,1,6
9392,0,0,0,0,0,0,0,0,0,1,0
9393,1,0,0,0,0,0,0,0,0,2,5
9394,1,0,0,0,0,2,0,0,0,1,4
9395,1,0,0,0,1,2,0,0,0,2,6
9396,1,0,0,0,1,2,2,0,0,1,8
9397,0,0,0,0,0,0,0,0,0,1,0
9398,1,0,0,0,0,0,0,0,0,2,2
9399,1,0,2,0,0,0,0,0,0,1,4
9400,1,0,2,0,1,0,0,0,0,2,5
9401,1,0,2,0,1,2,0,0,0,1,3
9402,1,0,2,1,1,2,0,0,0,2,7
9403,1,0,2,1,1,2,0,2,0,1,8
9404,0,0,0,0,0,0,0,0,0,1,4
9405,0,0,0,0,1,0,0,0,0,2,5
9406,0,0,0,0,1,2,0,0,0,1,0
9407,1,0,0,0,1,2,0,0,0,2,7
9408,1,0,0,0,1,2,0,2,0,1,1
9409,1,1,0,0,1,2,0,2,0,2,3
9410,1,1,0,2,1,2,0,2,0,1,8
9411,0,0,0,0,0,0,0,0,0,1,0
9412,1,0,0,0,0,0,0,0,0,2,1
9413,1,2,0,0,0,0,0,0,0,1,4
9414,1,2,0,0,1,0,0,0,0,2,6
9415,1,2,0,0,1,0,2,0,0,1,8
9416,0,0,0,0,0,0,0,0,0,1,4
9417,0,0,0,0,1,0,0,0,0,2,2
9418,0,0,2,0,1,0,0,0,0,1,0
9419,1,0,2,0,1,0,0,0,0,2,8
9420,1,0,2,0,1,0,0,0,2,1,3
9421,1,0,2,1,1,0,0,0,2,2,6
9422,1,0,2,1,1,0,2,0,2,1,7
9423,1,0,2,1,1,0,2,1,2,2,5
9424,0,0,0,0,0,0,0,0,0,1,4
9425,0,0,0,0,1,0,0,0,0,2,8
9426,0,0,0,0,1,0,0,0,2,1,3
9427,0,0,0,1,1,0,0,0,2,2,7
9428,0,0,0,1,1,0,0,2,2,1,1
9429,0,1,0,1,1,0,0,2,2,2,2
9430,0,1,2,1,1,0,0,2,2,1,0
9431,1,1,2,1,1,0,0,2,2,2,5
9432,0,0,0,0,0,0,0,0,0,1,0
9433,1,0,0,0,0,0,0,0,0,2,2
9434,1,0,2,0,0,0,0,0,0,1,4
9435,1,0,2,0,1,0,0,0,0,2,6
9436,1,0,2,0,1,0,2,0,0,1,1
9437,1,1,2,0,1,0,2,0,0,2,5
9438,1,1,2,0,1,2,2,0,0,1,7
9439,0,0,0,0,0,0,0,0,0,1,0
9440,1,0,0,0,0,0,0,0,0,2,2
9441,1,0,2,0,0,0,0,0,0,1,4
9442,1,0,2,0,1,0,0,0,0,2,5
9443,1,0,2,0,1,2,0,0,0,1,1
9444,1,1,2,0,1,2,0,0,0,2,7
9445,1,1,2,0,1,2,0,2,0,1,6
9446,1,1,2,0,1,2,1,2,0,2,3
9447,1,1,2,2,1,2,1,2,0,1,8
9448,0,0,0,0,0,0,0,0,0,1,0
9449,1,0,0,0,0,0,0,0,0,2,1
9450,1,2,0,0,0,0,0,0,0,1,4
9451,1,2,0,0,1,0,0,0,0,2,2
9452,1,2,2,0,1,0,0,0,0,1,3
9453,1,2,2,1,1,0,0,0,0,2,6
9454,1,2,2,1,1,0,2,0,0,1,7
9455,1,2,2,1,1,0,2,1,0,2,5
9456,1,2,2,1,1,2,2,1,0,1,8
9457,0,0,0,0,0,0,0,0,0,1,4
9458,0,0,0,0,1,0,0,0,0,2,2
9459,0,0,2,0,1,0,0,0,0,1,0
9460,1,0,2,0,1,0,0,0,0,2,5
9461,1,0,2,0,1,2,0,0,0,1,7
9462,1,0,2,0,1,2,0,1,0,2,8
9463,0,0,0,0,0,0,0,0,0,1,0
9464,1,0,0,0,0,0,0,0,0,2,4
9465,1,0,0,0,2,0,0,0,0,1,6
9466,1,0,0,0,2,0,1,0,0,2,7
9467,1,0,0,0,2,0,1,2,0,1,3
9468,0,0,0,0,0,0,0,0,0,1,0
9469,1,0,0,0,0,0,0,0,0,2,4
9470,1,0,0,0,2,0,0,0,0,1,6
9471,1,0,0,0,2,0,1,0,0,2,7
9472,1,0,0,0,2,0,1,2,0,1,3
9473,0,0,0,0,0,0,0,0,0,1,0
9474,1,0,0,0,0,0,0,0,0,2,8
9475,1,0,0,0,0,0,0,0,2,1,4
9476,1,0,0,0,1,0,0,0,2,2,5
9477,1,0,0,0,1,2,0,0,2,1,1
9478,1,1,0,0,1,2,0,0,2,2,6
9479,1,1,0,0,1,2,2,0,2,1,2
9480,0,0,0,0,0,0,0,0,0,1,0
9481,1,0,0,0,0,0,0,0,0,2,1
9482,1,2,0,0,0,0,0,0,0,1,4
9483,1,2,0,0,1,0,0,0,0,2,5
9484,1,2,0,0,1,2,0,0,0,1,6
9485,1,2,0,0,1,2,1,0,0,2,7
9486,1,2,0,0,1,2,1,2,0,1,3
9487,0,0,0,0,0,0,0,0,0,1,0
9488,1,0,0,0,0,0,0,0,0,2,4
9489,1,0,0,0,2,0,0,0,0,1,2
9490,1,0,1,0,2,0,0,0,0,2,1
9491,1,2,1,0,2,0,0,0,0,1,3
9492,1,2,1,1,2,0,0,0,0,2,6
9493,1,2,1,1,2,0,2,0,0,1,7
9494,1,2,1,1,2,0,2,1,0,2,8
9495,1,2,1,1,2,0,2,1,2,1,5
9496,0,0,0,0,0,0,0,0,0,1,0
9497,1,0,0,0,0,0,0,0,0,2,3
9498,1,0,0,2,0,0,0,0,0,1,4
9499,1,0,0,2,1,0,0,0,0,2,8
9500,1,0,0,2,1,0,0,0,2,1,2
9501,1,0,1,2,1,0,0,0,2,2,6
9502,1,0,1,2,1,0,2,0,2,1,1
9503,0,0,0,0,0,0,0,0,0,1,0
9504,1,0,0,0,0,0,0,0,0,2,8
9505,1,0,0,0,0,0,0,0,2,1,6
9506,1,0,0,0,0,0,1,0,2,2,2
9507,1,0,2,0,0,0,1,0,2,1,3
9508,0,0,0,0,0,0,0,0,0,1,4
9509,0,0,0,0,1,0,0,0,0,2,1
9510,0,2,0,0,1,0,0,0,0,1,0
9511,1,2,0,0,1,0,0,0,0,2,2
9512,1,2,2,0,1,0,0,0,0,1,8
9513,0,0,0,0,0,0,0,0,0,1,0
9514,1,0,0,0,0,0,0,0,0,2,4
9515,1,0,0,0,2,0,0,0,0,1,6
9516,1,0,0,0,2,0,1,0,0,2,7
9517,1,0,0,0,2,0,1,2,0,1,3
9518,0,0,0,0,0,0,0,0,0,1,0
9519,1,0,0,0,0,0,0,0,0,2,4
9520,1,0,0,0,2,0,0,0,0,1,6
9521,1,0,0,0,2,0,1,0,0,2,7
9522,1,0,0,0,2,0,1,2,0,1,3
9523,0,0,0,0,0,0,0,0,0,1,0
9524,1,0,0,0,0,0,0,0,0,2,4
9525,1,0,0,0,2,0,0,0,0,1,6
9526,1,0,0,0,2,0,1,0,0,2,1
9527,1,2,0,0,2,0,1,0,0,1,3
9528,0,0,0,0,0,0,0,0,0,1,0
9529,1,0,0,0,0,0,0,0,0,2,3
9530,1,0,0,2,0,0,0,0,0,1,4
9531,1,0,0,2,1,0,0,0,0,2,7
9532,1,0,0,2,1,0,0,2,0,1,2
9533,1,0,1,2,1,0,0,2,0,2,1
9534,1,2,1,2,1,0,0,2,0,1,6
9535,0,0,0,0,0,0,0,0,0,1,0
9536,1,0,0,0,0,0,0,0,0,2,4
9537,1,0,0,0,2,0,0,0,0,1,2
9538,1,0,1,0,2,0,0,0,0,2,6
9539,1,0,1,0,2,0,2,0,0,1,1
9540,0,0,0,0,0,0,0,0,0,1,0
9541,1,0,0,0,0,0,0,0,0,2,2
9542,1,0,2,0,0,0,0,0,0,1,4
9543,1,0,2,0,1,0,0,0,0,2,5
9544,1,0,2,0,1,2,0,0,0,1,8
9545,0,0,0,0,0,0,0,0,0,1,4
9546,0,0,0,0,1,0,0,0,0,2,7
9547,0,0,0,0,1,0,0,2,0,1,0
9548,1,0,0,0,1,0,0,2,0,2,8
9549,1,0,0,0,1,0,0,2,2,1,2
9550,1,0,1,0,1,0,0,2,2,2,6
9551,0,0,0,0,0,0,0,0,0,1,0
9552,1,0,0,0,0,0,0,0,0,2,7
9553,1,0,0,0,0,0,0,2,0,1,4
9554,1,0,0,0,1,0,0,2,0,2,2
9555,1,0,2,0,1,0,0,2,0,1,3
9556,1,0,2,1,1,0,0,2,0,2,1
9557,1,2,2,1,1,0,0,2,0,1,5
9558,0,0,0,0,0,0,0,0,0,1,4
9559,0,0,0,0,1,0,0,0,0,2,3
9560,0,0,0,2,1,0,0,0,0,1,0
9561,1,0,0,2,1,0,0,0,0,2,5
9562,1,0,0,2,1,2,0,0,0,1,6
9563,1,0,0,2,1,2,1,0,0,2,2
9564,1,0,2,2,1,2,1,0,0,1,8
9565,0,0,0,0,0,0,0,0,0,1,0
9566,1,0,0,0,0,0,0,0,0,2,2
9567,1,0,2,0,0,0,0,0,0,1,4
9568,1,0,2,0,1,0,0,0,0,2,1
9569,1,2,2,0,1,0,0,0,0,1,8
9570,0,0,0,0,0,0,0,0,0,1,4
9571,0,0,0,0,1,0,0,0,0,2,7
9572,0,0,0,0,1,0,0,2,0,1,0
9573,1,0,0,0,1,0,0,2,0,2,1
9574,1,2,0,0,1,0,0,2,0,1,6
9575,1,2,0,0,1,0,1,2,0,2,8
9576,1,2,0,0,1,0,1,2,2,1,5
9577,1,2,0,0,1,1,1,2,2,2,3
9578,1,2,0,2,1,1,1,2,2,1,2
9579,0,0,0,0,0,0,0,0,0,1,4
9580,0,0,0,0,1,0,0,0,0,2,3
9581,0,0,0,2,1,0,0,0,0,1,0
9582,1,0,0,2,1,0,0,0,0,2,1
9583,1,2,0,2,1,0,0,0,0,1,8
9584,0,0,0,0,0,0,0,0,0,1,4
9585,0,0,0,0,1,0,0,0,0,2,6
9586,0,0,0,0,1,0,2,0,0,1,0
9587,1,0,0,0,1,0,2,0,0,2,5
9588,1,0,0,0,1,2,2,0,0,1,1
9589,1,1,0,0,1,2,2,0,0,2,3
9590,1,1,0,2,1,2,2,0,0,1,2
9591,0,0,0,0,0,0,0,0,0,1,0
9592,1,0,0,0,0,0,0,0,0,2,3
