,0th pos,1st pos,2nd pos,3rd pos,4th pos,5th pos,6th pos,7th pos,8th pos,Player,Move
12293,2,1,2,2,1,1,1,2,0,1,8
12294,0,0,0,0,0,0,0,0,0,1,0
12295,1,0,0,0,0,0,0,0,0,2,4
12296,1,0,0,0,2,0,0,0,0,1,6
12297,1,0,0,0,2,0,1,0,0,2,3
12298,1,0,0,2,2,0,1,0,0,1,1
12299,1,1,0,2,2,0,1,0,0,2,2
12300,1,1,2,2,2,0,1,0,0,1,5
12301,1,1,2,2,2,1,1,0,0,2,8
12302,1,1,2,2,2,1,1,0,2,1,7
12303,0,0,0,0,0,0,0,0,0,1,0
12304,1,0,0,0,0,0,0,0,0,2,4
12305,1,0,0,0,2,0,0,0,0,1,2
12306,1,0,1,0,2,0,0,0,0,2,1
12307,1,2,1,0,2,0,0,0,0,1,3
12308,1,2,1,1,2,0,0,0,0,2,6
12309,1,2,1,1,2,0,2,0,0,1,7
12310,1,2,1,1,2,0,2,1,0,2,5
12311,1,2,1,1,2,2,2,1,0,1,8
12312,0,0,0,0,0,0,0,0,0,1,0
12313,1,0,0,0,0,0,0,0,0,2,4
12314,1,0,0,0,2,0,0,0,0,1,2
12315,1,0,1,0,2,0,0,0,0,2,1
12316,1,2,1,0,2,0,0,0,0,1,3
12317,1,2,1,1,2,0,0,0,0,2,6
12318,1,2,1,1,2,0,2,0,0,1,7
12319,1,2,1,1,2,0,2,1,0,2,8
12320,1,2,1,1,2,0,2,1,2,1,5
12321,0,0,0,0,0,0,0,0,0,1,4
12322,0,0,0,0,1,0,0,0,0,2,0
12323,2,0,0,0,1,0,0,0,0,1,3
12324,2,0,0,1,1,0,0,0,0,2,5
12325,2,0,0,1,1,2,0,0,0,1,1
12326,2,1,0,1,1,2,0,0,0,2,7
12327,2,1,0,1,1,2,0,2,0,1,6
12328,2,1,0,1,1,2,1,2,0,2,2
12329,2,1,2,1,1,2,1,2,0,1,8
12330,0,0,0,0,0,0,0,0,0,1,0
12331,1,0,0,0,0,0,0,0,0,2,4
12332,1,0,0,0,2,0,0,0,0,1,2
12333,1,0,1,0,2,0,0,0,0,2,1
12334,1,2,1,0,2,0,0,0,0,1,3
12335,1,2,1,1,2,0,0,0,0,2,6
12336,1,2,1,1,2,0,2,0,0,1,7
12337,1,2,1,1,2,0,2,1,0,2,5
12338,1,2,1,1,2,2,2,1,0,1,8
12339,0,0,0,0,0,0,0,0,0,1,0
12340,1,0,0,0,0,0,0,0,0,2,4
12341,1,0,0,0,2,0,0,0,0,1,2
12342,1,0,1,0,2,0,0,0,0,2,1
12343,1,2,1,0,2,0,0,0,0,1,3
12344,1,2,1,1,2,0,0,0,0,2,6
12345,1,2,1,1,2,0,2,0,0,1,7
12346,1,2,1,1,2,0,2,1,0,2,5
12347,1,2,1,1,2,2,2,1,0,1,8
12348,0,0,0,0,0,0,0,0,0,1,0
12349,1,0,0,0,0,0,0,0,0,2,4
12350,1,0,0,0,2,0,0,0,0,1,2
12351,1,0,1,0,2,0,0,0,0,2,1
12352,1,2,1,0,2,0,0,0,0,1,3
12353,1,2,1,1,2,0,0,0,0,2,6
12354,1,2,1,1,2,0,2,0,0,1,7
12355,1,2,1,1,2,0,2,1,0,2,5
12356,1,2,1,1,2,2,2,1,0,1,8
12357,0,0,0,0,0,0,0,0,0,1,0
12358,1,0,0,0,0,0,0,0,0,2,4
12359,1,0,0,0,2,0,0,0,0,1,6
12360,1,0,0,0,2,0,1,0,0,2,3
12361,1,0,0,2,2,0,1,0,0,1,1
12362,1,1,0,2,2,0,1,0,0,2,2
12363,1,1,2,2,2,0,1,0,0,1,5
12364,1,1,2,2,2,1,1,0,0,2,7
12365,1,1,2,2,2,1,1,2,0,1,8
12366,0,0,0,0,0,0,0,0,0,1,0
12367,1,0,0,0,0,0,0,0,0,2,4
12368,1,0,0,0,2,0,0,0,0,1,2
12369,1,0,1,0,2,0,0,0,0,2,1
12370,1,2,1,0,2,0,0,0,0,1,3
12371,1,2,1,1,2,0,0,0,0,2,6
12372,1,2,1,1,2,0,2,0,0,1,7
12373,1,2,1,1,2,0,2,1,0,2,8
12374,1,2,1,1,2,0,2,1,2,1,5
12375,0,0,0,0,0,0,0,0,0,1,4
12376,0,0,0,0,1,0,0,0,0,2,0
12377,2,0,0,0,1,0,0,0,0,1,3
12378,2,0,0,1,1,0,0,0,0,2,5
12379,2,0,0,1,1,2,0,0,0,1,2
12380,2,0,1,1,1,2,0,0,0,2,6
12381,2,0,1,1,1,2,2,0,0,1,1
12382,2,1,1,1,1,2,2,0,0,2,7
12383,2,1,1,1,1,2,2,2,0,1,8
12384,0,0,0,0,0,0,0,0,0,1,4
12385,0,0,0,0,1,0,0,0,0,2,0
12386,2,0,0,0,1,0,0,0,0,1,3
12387,2,0,0,1,1,0,0,0,0,2,5
12388,2,0,0,1,1,2,0,0,0,1,1
12389,2,1,0,1,1,2,0,0,0,2,7
12390,2,1,0,1,1,2,0,2,0,1,6
12391,2,1,0,1,1,2,1,2,0,2,2
12392,2,1,2,1,1,2,1,2,0,1,8
12393,0,0,0,0,0,0,0,0,0,1,4
12394,0,0,0,0,1,0,0,0,0,2,0
12395,2,0,0,0,1,0,0,0,0,1,1
12396,2,1,0,0,1,0,0,0,0,2,7
12397,2,1,0,0,1,0,0,2,0,1,3
12398,2,1,0,1,1,0,0,2,0,2,5
12399,2,1,0,1,1,2,0,2,0,1,6
12400,2,1,0,1,1,2,1,2,0,2,2
12401,2,1,2,1,1,2,1,2,0,1,8
12402,0,0,0,0,0,0,0,0,0,1,4
12403,0,0,0,0,1,0,0,0,0,2,0
12404,2,0,0,0,1,0,0,0,0,1,3
12405,2,0,0,1,1,0,0,0,0,2,5
12406,2,0,0,1,1,2,0,0,0,1,1
12407,2,1,0,1,1,2,0,0,0,2,7
12408,2,1,0,1,1,2,0,2,0,1,2
12409,2,1,1,1,1,2,0,2,0,2,6
12410,2,1,1,1,1,2,2,2,0,1,8
12411,0,0,0,0,0,0,0,0,0,1,0
12412,1,0,0,0,0,0,0,0,0,2,4
12413,1,0,0,0,2,0,0,0,0,1,6
12414,1,0,0,0,2,0,1,0,0,2,3
12415,1,0,0,2,2,0,1,0,0,1,1
12416,1,1,0,2,2,0,1,0,0,2,2
12417,1,1,2,2,2,0,1,0,0,1,5
12418,1,1,2,2,2,1,1,0,0,2,8
12419,1,1,2,2,2,1,1,0,2,1,7
12420,0,0,0,0,0,0,0,0,0,1,4
12421,0,0,0,0,1,0,0,0,0,2,0
12422,2,0,0,0,1,0,0,0,0,1,1
12423,2,1,0,0,1,0,0,0,0,2,7
12424,2,1,0,0,1,0,0,2,0,1,6
12425,2,1,0,0,1,0,1,2,0,2,2
12426,2,1,2,0,1,0,1,2,0,1,3
12427,2,1,2,1,1,0,1,2,0,2,5
12428,2,1,2,1,1,2,1,2,0,1,8
12429,0,0,0,0,0,0,0,0,0,1,4
12430,0,0,0,0,1,0,0,0,0,2,0
12431,2,0,0,0,1,0,0,0,0,1,3
12432,2,0,0,1,1,0,0,0,0,2,5
12433,2,0,0,1,1,2,0,0,0,1,1
12434,2,1,0,1,1,2,0,0,0,2,7
12435,2,1,0,1,1,2,0,2,0,1,6
12436,2,1,0,1,1,2,1,2,0,2,2
12437,2,1,2,1,1,2,1,2,0,1,8
12438,0,0,0,0,0,0,0,0,0,1,4
12439,0,0,0,0,1,0,0,0,0,2,0
12440,2,0,0,0,1,0,0,0,0,1,1
12441,2,1,0,0,1,0,0,0,0,2,7
12442,2,1,0,0,1,0,0,2,0,1,6
12443,2,1,0,0,1,0,1,2,0,2,2
12444,2,1,2,0,1,0,1,2,0,1,3
12445,2,1,2,1,1,0,1,2,0,2,5
12446,2,1,2,1,1,2,1,2,0,1,8
12447,0,0,0,0,0,0,0,0,0,1,0
12448,1,0,0,0,0,0,0,0,0,2,4
12449,1,0,0,0,2,0,0,0,0,1,2
12450,1,0,1,0,2,0,0,0,0,2,1
12451,1,2,1,0,2,0,0,0,0,1,3
12452,1,2,1,1,2,0,0,0,0,2,6
12453,1,2,1,1,2,0,2,0,0,1,7
12454,1,2,1,1,2,0,2,1,0,2,5
12455,1,2,1,1,2,2,2,1,0,1,8
12456,0,0,0,0,0,0,0,0,0,1,4
12457,0,0,0,0,1,0,0,0,0,2,0
12458,2,0,0,0,1,0,0,0,0,1,1
12459,2,1,0,0,1,0,0,0,0,2,7
12460,2,1,0,0,1,0,0,2,0,1,3
12461,2,1,0,1,1,0,0,2,0,2,5
12462,2,1,0,1,1,2,0,2,0,1,6
12463,2,1,0,1,1,2,1,2,0,2,2
12464,2,1,2,1,1,2,1,2,0,1,8
12465,0,0,0,0,0,0,0,0,0,1,4
12466,0,0,0,0,1,0,0,0,0,2,0
12467,2,0,0,0,1,0,0,0,0,1,3
12468,2,0,0,1,1,0,0,0,0,2,5
12469,2,0,0,1,1,2,0,0,0,1,2
12470,2,0,1,1,1,2,0,0,0,2,6
12471,2,0,1,1,1,2,2,0,0,1,7
12472,2,0,1,1,1,2,2,1,0,2,1
12473,2,2,1,1,1,2,2,1,0,1,8
12474,0,0,0,0,0,0,0,0,0,1,4
12475,0,0,0,0,1,0,0,0,0,2,0
12476,2,0,0,0,1,0,0,0,0,1,1
12477,2,1,0,0,1,0,0,0,0,2,7
12478,2,1,0,0,1,0,0,2,0,1,6
12479,2,1,0,0,1,0,1,2,0,2,2
12480,2,1,2,0,1,0,1,2,0,1,3
12481,2,1,2,1,1,0,1,2,0,2,5
12482,2,1,2,1,1,2,1,2,0,1,8
12483,0,0,0,0,0,0,0,0,0,1,4
12484,0,0,0,0,1,0,0,0,0,2,0
12485,2,0,0,0,1,0,0,0,0,1,3
12486,2,0,0,1,1,0,0,0,0,2,5
12487,2,0,0,1,1,2,0,0,0,1,2
12488,2,0,1,1,1,2,0,0,0,2,6
12489,2,0,1,1,1,2,2,0,0,1,1
12490,2,1,1,1,1,2,2,0,0,2,7
12491,2,1,1,1,1,2,2,2,0,1,8
12492,0,0,0,0,0,0,0,0,0,1,4
12493,0,0,0,0,1,0,0,0,0,2,0
12494,2,0,0,0,1,0,0,0,0,1,1
12495,2,1,0,0,1,0,0,0,0,2,7
12496,2,1,0,0,1,0,0,2,0,1,6
12497,2,1,0,0,1,0,1,2,0,2,2
12498,2,1,2,0,1,0,1,2,0,1,5
12499,2,1,2,0,1,1,1,2,0,2,3
12500,2,1,2,2,1,1,1,2,0,1,8
12501,0,0,0,0,0,0,0,0,0,1,0
12502,1,0,0,0,0,0,0,0,0,2,4
12503,1,0,0,0,2,0,0,0,0,1,6
12504,1,0,0,0,2,0,1,0,0,2,3
12505,1,0,0,2,2,0,1,0,0,1,1
12506,1,1,0,2,2,0,1,0,0,2,2
12507,1,1,2,2,2,0,1,0,0,1,5
12508,1,1,2,2,2,1,1,0,0,2,7
12509,1,1,2,2,2,1,1,2,0,1,8
12510,0,0,0,0,0,0,0,0,0,1,0
12511,1,0,0,0,0,0,0,0,0,2,4
12512,1,0,0,0,2,0,0,0,0,1,6
12513,1,0,0,0,2,0,1,0,0,2,3
12514,1,0,0,2,2,0,1,0,0,1,1
12515,1,1,0,2,2,0,1,0,0,2,2
12516,1,1,2,2,2,0,1,0,0,1,5
12517,1,1,2,2,2,1,1,0,0,2,7
12518,1,1,2,2,2,1,1,2,0,1,8
12519,0,0,0,0,0,0,0,0,0,1,0
12520,1,0,0,0,0,0,0,0,0,2,4
12521,1,0,0,0,2,0,0,0,0,1,2
12522,1,0,1,0,2,0,0,0,0,2,1
12523,1,2,1,0,2,0,0,0,0,1,3
12524,1,2,1,1,2,0,0,0,0,2,6
12525,1,2,1,1,2,0,2,0,0,1,7
12526,1,2,1,1,2,0,2,1,0,2,5
12527,1,2,1,1,2,2,2,1,0,1,8
12528,0,0,0,0,0,0,0,0,0,1,0
12529,1,0,0,0,0,0,0,0,0,2,4
12530,1,0,0,0,2,0,0,0,0,1,2
12531,1,0,1,0,2,0,0,0,0,2,1
12532,1,2,1,0,2,0,0,0,0,1,3
12533,1,2,1,1,2,0,0,0,0,2,6
12534,1,2,1,1,2,0,2,0,0,1,7
12535,1,2,1,1,2,0,2,1,0,2,8
12536,1,2,1,1,2,0,2,1,2,1,5
12537,0,0,0,0,0,0,0,0,0,1,0
12538,1,0,0,0,0,0,0,0,0,2,4
12539,1,0,0,0,2,0,0,0,0,1,2
12540,1,0,1,0,2,0,0,0,0,2,1
12541,1,2,1,0,2,0,0,0,0,1,3
12542,1,2,1,1,2,0,0,0,0,2,6
12543,1,2,1,1,2,0,2,0,0,1,7
12544,1,2,1,1,2,0,2,1,0,2,5
12545,1,2,1,1,2,2,2,1,0,1,8
12546,0,0,0,0,0,0,0,0,0,1,0
12547,1,0,0,0,0,0,0,0,0,2,4
12548,1,0,0,0,2,0,0,0,0,1,2
12549,1,0,1,0,2,0,0,0,0,2,1
12550,1,2,1,0,2,0,0,0,0,1,3
12551,1,2,1,1,2,0,0,0,0,2,6
12552,1,2,1,1,2,0,2,0,0,1,7
12553,1,2,1,1,2,0,2,1,0,2,5
12554,1,2,1,1,2,2,2,1,0,1,8
12555,0,0,0,0,0,0,0,0,0,1,0
12556,1,0,0,0,0,0,0,0,0,2,4
12557,1,0,0,0,2,0,0,0,0,1,2
12558,1,0,1,0,2,0,0,0,0,2,1
12559,1,2,1,0,2,0,0,0,0,1,3
12560,1,2,1,1,2,0,0,0,0,2,6
12561,1,2,1,1,2,0,2,0,0,1,7
12562,1,2,1,1,2,0,2,1,0,2,5
12563,1,2,1,1,2,2,2,1,0,1,8
12564,0,0,0,0,0,0,0,0,0,1,0
12565,1,0,0,0,0,0,0,0,0,2,4
12566,1,0,0,0,2,0,0,0,0,1,6
12567,1,0,0,0,2,0,1,0,0,2,3
12568,1,0,0,2,2,0,1,0,0,1,1
12569,1,1,0,2,2,0,1,0,0,2,2
12570,1,1,2,2,2,0,1,0,0,1,5
12571,1,1,2,2,2,1,1,0,0,2,8
12572,1,1,2,2,2,1,1,0,2,1,7
12573,0,0,0,0,0,0,0,0,0,1,0
12574,1,0,0,0,0,0,0,0,0,2,4
12575,1,0,0,0,2,0,0,0,0,1,6
12576,1,0,0,0,2,0,1,0,0,2,3
12577,1,0,0,2,2,0,1,0,0,1,1
12578,1,1,0,2,2,0,1,0,0,2,2
12579,1,1,2,2,2,0,1,0,0,1,5
12580,1,1,2,2,2,1,1,0,0,2,8
12581,1,1,2,2,2,1,1,0,2,1,7
12582,0,0,0,0,0,0,0,0,0,1,4
12583,0,0,0,0,1,0,0,0,0,2,0
12584,2,0,0,0,1,0,0,0,0,1,1
12585,2,1,0,0,1,0,0,0,0,2,7
12586,2,1,0,0,1,0,0,2,0,1,6
12587,2,1,0,0,1,0,1,2,0,2,2
12588,2,1,2,0,1,0,1,2,0,1,3
12589,2,1,2,1,1,0,1,2,0,2,5
12590,2,1,2,1,1,2,1,2,0,1,8
12591,0,0,0,0,0,0,0,0,0,1,4
12592,0,0,0,0,1,0,0,0,0,2,0
12593,2,0,0,0,1,0,0,0,0,1,3
12594,2,0,0,1,1,0,0,0,0,2,5
12595,2,0,0,1,1,2,0,0,0,1,1
12596,2,1,0,1,1,2,0,0,0,2,7
12597,2,1,0,1,1,2,0,2,0,1,2
12598,2,1,1,1,1,2,0,2,0,2,6
12599,2,1,1,1,1,2,2,2,0,1,8
12600,0,0,0,0,0,0,0,0,0,1,0
12601,1,0,0,0,0,0,0,0,0,2,4
12602,1,0,0,0,2,0,0,0,0,1,2
12603,1,0,1,0,2,0,0,0,0,2,1
12604,1,2,1,0,2,0,0,0,0,1,3
12605,1,2,1,1,2,0,0,0,0,2,6
12606,1,2,1,1,2,0,2,0,0,1,7
12607,1,2,1,1,2,0,2,1,0,2,8
12608,1,2,1,1,2,0,2,1,2,1,5
12609,0,0,0,0,0,0,0,0,0,1,0
12610,1,0,0,0,0,0,0,0,0,2,4
12611,1,0,0,0,2,0,0,0,0,1,6
12612,1,0,0,0,2,0,1,0,0,2,3
12613,1,0,0,2,2,0,1,0,0,1,1
12614,1,1,0,2,2,0,1,0,0,2,2
12615,1,1,2,2,2,0,1,0,0,1,5
12616,1,1,2,2,2,1,1,0,0,2,7
12617,1,1,2,2,2,1,1,2,0,1,8
12618,0,0,0,0,0,0,0,0,0,1,0
12619,1,0,0,0,0,0,0,0,0,2,4
12620,1,0,0,0,2,0,0,0,0,1,6
12621,1,0,0,0,2,0,1,0,0,2,3
12622,1,0,0,2,2,0,1,0,0,1,1
12623,1,1,0,2,2,0,1,0,0,2,2
12624,1,1,2,2,2,0,1,0,0,1,5
12625,1,1,2,2,2,1,1,0,0,2,8
12626,1,1,2,2,2,1,1,0,2,1,7
12627,0,0,0,0,0,0,0,0,0,1,0
12628,1,0,0,0,0,0,0,0,0,2,4
12629,1,0,0,0,2,0,0,0,0,1,6
12630,1,0,0,0,2,0,1,0,0,2,3
12631,1,0,0,2,2,0,1,0,0,1,1
12632,1,1,0,2,2,0,1,0,0,2,2
12633,1,1,2,2,2,0,1,0,0,1,5
12634,1,1,2,2,2,1,1,0,0,2,7
12635,1,1,2,2,2,1,1,2,0,1,8
12636,0,0,0,0,0,0,0,0,0,1,0
12637,1,0,0,0,0,0,0,0,0,2,4
12638,1,0,0,0,2,0,0,0,0,1,2
12639,1,0,1,0,2,0,0,0,0,2,1
12640,1,2,1,0,2,0,0,0,0,1,3
12641,1,2,1,1,2,0,0,0,0,2,6
12642,1,2,1,1,2,0,2,0,0,1,7
12643,1,2,1,1,2,0,2,1,0,2,8
12644,1,2,1,1,2,0,2,1,2,1,5
12645,0,0,0,0,0,0,0,0,0,1,0
12646,1,0,0,0,0,0,0,0,0,2,4
12647,1,0,0,0,2,0,0,0,0,1,2
12648,1,0,1,0,2,0,0,0,0,2,1
12649,1,2,1,0,2,0,0,0,0,1,3
12650,1,2,1,1,2,0,0,0,0,2,6
12651,1,2,1,1,2,0,2,0,0,1,7
12652,1,2,1,1,2,0,2,1,0,2,5
12653,1,2,1,1,2,2,2,1,0,1,8
12654,0,0,0,0,0,0,0,0,0,1,0
12655,1,0,0,0,0,0,0,0,0,2,4
12656,1,0,0,0,2,0,0,0,0,1,6
12657,1,0,0,0,2,0,1,0,0,2,3
12658,1,0,0,2,2,0,1,0,0,1,1
12659,1,1,0,2,2,0,1,0,0,2,2
12660,1,1,2,2,2,0,1,0,0,1,5
12661,1,1,2,2,2,1,1,0,0,2,7
12662,1,1,2,2,2,1,1,2,0,1,8
12663,0,0,0,0,0,0,0,0,0,1,0
12664,1,0,0,0,0,0,0,0,0,2,4
12665,1,0,0,0,2,0,0,0,0,1,2
12666,1,0,1,0,2,0,0,0,0,2,1
12667,1,2,1,0,2,0,0,0,0,1,3
12668,1,2,1,1,2,0,0,0,0,2,6
12669,1,2,1,1,2,0,2,0,0,1,7
12670,1,2,1,1,2,0,2,1,0,2,5
12671,1,2,1,1,2,2,2,1,0,1,8
12672,0,0,0,0,0,0,0,0,0,1,4
12673,0,0,0,0,1,0,0,0,0,2,0
12674,2,0,0,0,1,0,0,0,0,1,3
12675,2,0,0,1,1,0,0,0,0,2,5
12676,2,0,0,1,1,2,0,0,0,1,2
12677,2,0,1,1,1,2,0,0,0,2,6
12678,2,0,1,1,1,2,2,0,0,1,1
12679,2,1,1,1,1,2,2,0,0,2,7
12680,2,1,1,1,1,2,2,2,0,1,8
12681,0,0,0,0,0,0,0,0,0,1,0
12682,1,0,0,0,0,0,0,0,0,2,4
12683,1,0,0,0,2,0,0,0,0,1,6
12684,1,0,0,0,2,0,1,0,0,2,3
12685,1,0,0,2,2,0,1,0,0,1,1
12686,1,1,0,2,2,0,1,0,0,2,2
12687,1,1,2,2,2,0,1,0,0,1,5
12688,1,1,2,2,2,1,1,0,0,2,8
12689,1,1,2,2,2,1,1,0,2,1,7
12690,0,0,0,0,0,0,0,0,0,1,0
12691,1,0,0,0,0,0,0,0,0,2,4
12692,1,0,0,0,2,0,0,0,0,1,6
12693,1,0,0,0,2,0,1,0,0,2,3
12694,1,0,0,2,2,0,1,0,0,1,1
12695,1,1,0,2,2,0,1,0,0,2,2
12696,1,1,2,2,2,0,1,0,0,1,5
12697,1,1,2,2,2,1,1,0,0,2,8
12698,1,1,2,2,2,1,1,0,2,1,7
12699,0,0,0,0,0,0,0,0,0,1,4
12700,0,0,0,0,1,0,0,0,0,2,0
12701,2,0,0,0,1,0,0,0,0,1,1
12702,2,1,0,0,1,0,0,0,0,2,7
12703,2,1,0,0,1,0,0,2,0,1,6
12704,2,1,0,0,1,0,1,2,0,2,2
12705,2,1,2,0,1,0,1,2,0,1,3
12706,2,1,2,1,1,0,1,2,0,2,5
12707,2,1,2,1,1,2,1,2,0,1,8
12708,0,0,0,0,0,0,0,0,0,1,0
12709,1,0,0,0,0,0,0,0,0,2,4
12710,1,0,0,0,2,0,0,0,0,1,6
12711,1,0,0,0,2,0,1,0,0,2,3
12712,1,0,0,2,2,0,1,0,0,1,1
12713,1,1,0,2,2,0,1,0,0,2,2
12714,1,1,2,2,2,0,1,0,0,1,5
12715,1,1,2,2,2,1,1,0,0,2,8
12716,1,1,2,2,2,1,1,0,2,1,7
12717,0,0,0,0,0,0,0,0,0,1,0
12718,1,0,0,0,0,0,0,0,0,2,4
12719,1,0,0,0,2,0,0,0,0,1,2
12720,1,0,1,0,2,0,0,0,0,2,1
12721,1,2,1,0,2,0,0,0,0,1,3
12722,1,2,1,1,2,0,0,0,0,2,6
12723,1,2,1,1,2,0,2,0,0,1,7
12724,1,2,1,1,2,0,2,1,0,2,5
12725,1,2,1,1,2,2,2,1,0,1,8
12726,0,0,0,0,0,0,0,0,0,1,0
12727,1,0,0,0,0,0,0,0,0,2,4
12728,1,0,0,0,2,0,0,0,0,1,2
12729,1,0,1,0,2,0,0,0,0,2,1
12730,1,2,1,0,2,0,0,0,0,1,3
12731,1,2,1,1,2,0,0,0,0,2,6
12732,1,2,1,1,2,0,2,0,0,1,7
12733,1,2,1,1,2,0,2,1,0,2,8
12734,1,2,1,1,2,0,2,1,2,1,5
12735,0,0,0,0,0,0,0,0,0,1,4
12736,0,0,0,0,1,0,0,0,0,2,0
12737,2,0,0,0,1,0,0,0,0,1,3
12738,2,0,0,1,1,0,0,0,0,2,5
12739,2,0,0,1,1,2,0,0,0,1,2
12740,2,0,1,1,1,2,0,0,0,2,6
12741,2,0,1,1,1,2,2,0,0,1,1
12742,2,1,1,1,1,2,2,0,0,2,7
12743,2,1,1,1,1,2,2,2,0,1,8
12744,0,0,0,0,0,0,0,0,0,1,0
12745,1,0,0,0,0,0,0,0,0,2,4
12746,1,0,0,0,2,0,0,0,0,1,2
12747,1,0,1,0,2,0,0,0,0,2,1
12748,1,2,1,0,2,0,0,0,0,1,3
12749,1,2,1,1,2,0,0,0,0,2,6
12750,1,2,1,1,2,0,2,0,0,1,7
12751,1,2,1,1,2,0,2,1,0,2,8
12752,1,2,1,1,2,0,2,1,2,1,5
12753,0,0,0,0,0,0,0,0,0,1,0
12754,1,0,0,0,0,0,0,0,0,2,4
12755,1,0,0,0,2,0,0,0,0,1,2
12756,1,0,1,0,2,0,0,0,0,2,1
12757,1,2,1,0,2,0,0,0,0,1,3
12758,1,2,1,1,2,0,0,0,0,2,6
12759,1,2,1,1,2,0,2,0,0,1,7
12760,1,2,1,1,2,0,2,1,0,2,5
12761,1,2,1,1,2,2,2,1,0,1,8
12762,0,0,0,0,0,0,0,0,0,1,4
12763,0,0,0,0,1,0,0,0,0,2,0
12764,2,0,0,0,1,0,0,0,0,1,1
12765,2,1,0,0,1,0,0,0,0,2,7
12766,2,1,0,0,1,0,0,2,0,1,3
12767,2,1,0,1,1,0,0,2,0,2,5
12768,2,1,0,1,1,2,0,2,0,1,6
12769,2,1,0,1,1,2,1,2,0,2,2
12770,2,1,2,1,1,2,1,2,0,1,8
12771,0,0,0,0,0,0,0,0,0,1,0
12772,1,0,0,0,0,0,0,0,0,2,4
12773,1,0,0,0,2,0,0,0,0,1,2
12774,1,0,1,0,2,0,0,0,0,2,1
12775,1,2,1,0,2,0,0,0,0,1,3
12776,1,2,1,1,2,0,0,0,0,2,6
12777,1,2,1,1,2,0,2,0,0,1,7
12778,1,2,1,1,2,0,2,1,0,2,5
12779,1,2,1,1,2,2,2,1,0,1,8
12780,0,0,0,0,0,0,0,0,0,1,4
12781,0,0,0,0,1,0,0,0,0,2,0
12782,2,0,0,0,1,0,0,0,0,1,1
12783,2,1,0,0,1,0,0,0,0,2,7
12784,2,1,0,0,1,0,0,2,0,1,6
12785,2,1,0,0,1,0,1,2,0,2,2
12786,2,1,2,0,1,0,1,2,0,1,5
12787,2,1,2,0,1,1,1,2,0,2,3
12788,2,1,2,2,1,1,1,2,0,1,8
12789,0,0,0,0,0,0,0,0,0,1,0
12790,1,0,0,0,0,0,0,0,0,2,4
12791,1,0,0,0,2,0,0,0,0,1,2
12792,1,0,1,0,2,0,0,0,0,2,1
12793,1,2,1,0,2,0,0,0,0,1,3
12794,1,2,1,1,2,0,0,0,0,2,6
12795,1,2,1,1,2,0,2,0,0,1,7
12796,1,2,1,1,2,0,2,1,0,2,5
12797,1,2,1,1,2,2,2,1,0,1,8
12798,0,0,0,0,0,0,0,0,0,1,0
12799,1,0,0,0,0,0,0,0,0,2,4
12800,1,0,0,0,2,0,0,0,0,1,6
12801,1,0,0,0,2,0,1,0,0,2,3
12802,1,0,0,2,2,0,1,0,0,1,1
12803,1,1,0,2,2,0,1,0,0,2,2
12804,1,1,2,2,2,0,1,0,0,1,5
12805,1,1,2,2,2,1,1,0,0,2,8
12806,1,1,2,2,2,1,1,0,2,1,7
12807,0,0,0,0,0,0,0,0,0,1,4
12808,0,0,0,0,1,0,0,0,0,2,0
12809,2,0,0,0,1,0,0,0,0,1,3
12810,2,0,0,1,1,0,0,0,0,2,5
12811,2,0,0,1,1,2,0,0,0,1,2
12812,2,0,1,1,1,2,0,0,0,2,6
12813,2,0,1,1,1,2,2,0,0,1,7
12814,2,0,1,1,1,2,2,1,0,2,1
12815,2,2,1,1,1,2,2,1,0,1,8
12816,0,0,0,0,0,0,0,0,0,1,4
12817,0,0,0,0,1,0,0,0,0,2,0
12818,2,0,0,0,1,0,0,0,0,1,3
12819,2,0,0,1,1,0,0,0,0,2,5
12820,2,0,0,1,1,2,0,0,0,1,1
12821,2,1,0,1,1,2,0,0,0,2,7
12822,2,1,0,1,1,2,0,2,0,1,2
12823,2,1,1,1,1,2,0,2,0,2,6
12824,2,1,1,1,1,2,2,2,0,1,8
12825,0,0,0,0,0,0,0,0,0,1,4
12826,0,0,0,0,1,0,0,0,0,2,0
12827,2,0,0,0,1,0,0,0,0,1,1
12828,2,1,0,0,1,0,0,0,0,2,7
12829,2,1,0,0,1,0,0,2,0,1,3
12830,2,1,0,1,1,0,0,2,0,2,5
12831,2,1,0,1,1,2,0,2,0,1,2
12832,2,1,1,1,1,2,0,2,0,2,6
12833,2,1,1,1,1,2,2,2,0,1,8
12834,0,0,0,0,0,0,0,0,0,1,0
12835,1,0,0,0,0,0,0,0,0,2,4
12836,1,0,0,0,2,0,0,0,0,1,2
12837,1,0,1,0,2,0,0,0,0,2,1
12838,1,2,1,0,2,0,0,0,0,1,3
12839,1,2,1,1,2,0,0,0,0,2,6
12840,1,2,1,1,2,0,2,0,0,1,7
12841,1,2,1,1,2,0,2,1,0,2,5
12842,1,2,1,1,2,2,2,1,0,1,8
12843,0,0,0,0,0,0,0,0,0,1,4
12844,0,0,0,0,1,0,0,0,0,2,0
12845,2,0,0,0,1,0,0,0,0,1,3
12846,2,0,0,1,1,0,0,0,0,2,5
12847,2,0,0,1,1,2,0,0,0,1,1
12848,2,1,0,1,1,2,0,0,0,2,7
12849,2,1,0,1,1,2,0,2,0,1,2
